instrumento,simbolo,descripcion,mercado,panel,ultimoPrecio,apertura,cierreAnterior,variacionDiaria,volumen,maximo,minimo,rango52SemanasMin,rango52SemanasMax,fechaHoraCotizacion,mepCclImplicito,fuente
"cedears","AAL","Cedear American Airlines Group","bcba",,"9040","8775","9040","4.56","0","9080","8765",,,"2026-04-24T19:59:53.700Z","1441.7863","/1/Titulos/AAL/CotizacionDetalle"
"cedears","AALC","Cedear American Airlines Group","bcba",,"5.93","5.81","5.93","2.06","0","0","0",,,"2026-04-24T13:34:03.723Z","1441.7863","/1/Titulos/AALC/CotizacionDetalle"
"cedears","AALD","Cedear American Airlines Group","bcba",,"6.27","6.25","6.27","4.32","0","6.45","6.22",,,"2026-04-24T19:48:38.017Z","1441.7863","/1/Titulos/AALD/CotizacionDetalle"
"cedears","AAP","Cedear Advance Auto Parts Inc","bcba",,"6240","6055","6240","1.38","0","6230","5950",,,"2026-04-24T19:55:24.127Z",,"/1/Titulos/AAP/CotizacionDetalle"
"cedears","AAPL","Cedear Apple Inc.","bcba",,"20240","20150","20240","0.14","0","20300","19980",,,"2026-04-24T19:59:29.703Z","1436.4798","/1/Titulos/AAPL/CotizacionDetalle"
"cedears","AAPLC","Cedear Apple Inc.","bcba",,"13.55","13.6","13.55","-0.73","0","13.6","13.6",,,"2026-04-24T16:16:27.810Z","1436.4798","/1/Titulos/AAPLC/CotizacionDetalle"
"cedears","AAPLD","Cedear Apple Inc.","bcba",,"14.09","14.17","14.09","-1.12","0","14.17","13.98",,,"2026-04-24T19:58:24.840Z","1436.4798","/1/Titulos/AAPLD/CotizacionDetalle"
"cedears","ABBV","Cedear Abbvie Inc.","bcba",,"29720","30100","29720","0","0","30100","29340",,,"2026-04-24T19:55:56.043Z","1429.5334","/1/Titulos/ABBV/CotizacionDetalle"
"cedears","ABBVC","Cedear Abbvie Inc.","bcba",,"21.56","21.3","21.56","0","0","0","0",,,"2026-04-24T04:00:20.407Z","1429.5334","/1/Titulos/ABBVC/CotizacionDetalle"
"cedears","ABBVD","Cedear Abbvie Inc.","bcba",,"20.79","21","20.79","0.19","0","21","20.62",,,"2026-04-24T19:29:47.167Z","1429.5334","/1/Titulos/ABBVD/CotizacionDetalle"
"cedears","ABEV","Cedear Ambev S.A.","bcba",,"12940","12800","12940","0","0","12980","12780",,,"2026-04-24T19:57:26.703Z","1382.4786","/1/Titulos/ABEV/CotizacionDetalle"
"cedears","ABEV3","Cedear Ambev S.A","bcba",,"4382.5","4330","4382.5","0.05","0","4372.5","4275",,,"2026-04-24T19:16:15.267Z",,"/1/Titulos/ABEV3/CotizacionDetalle"
"cedears","ABEVC","Cedear Ambev S.A.","bcba",,"9.3","9.3","9.3","0","0","0","0",,,"2026-04-24T04:01:08.907Z","1382.4786","/1/Titulos/ABEVC/CotizacionDetalle"
"cedears","ABEVD","Cedear Ambev S.A.","bcba",,"9.36","8.97","9.36","2.74","0","9.07","8.9",,,"2026-04-24T19:59:22.210Z","1382.4786","/1/Titulos/ABEVD/CotizacionDetalle"
"cedears","ABNB","Cedear Airbnb Inc.","bcba",,"14240","13740","14240","2.44","0","14240","13710",,,"2026-04-24T19:56:17.950Z","1436.9324","/1/Titulos/ABNB/CotizacionDetalle"
"cedears","ABNBC","Cedear Airbnb Inc.","bcba",,"9.43","9.64","9.43","-2.17","0","0","0",,,"2026-04-24T15:41:36.473Z","1436.9324","/1/Titulos/ABNBC/CotizacionDetalle"
"cedears","ABNBD","Cedear Airbnb Inc.","bcba",,"9.91","9.86","9.91","0.81","0","9.88","9.72",,,"2026-04-24T19:47:39.283Z","1436.9324","/1/Titulos/ABNBD/CotizacionDetalle"
"cedears","ABT","Cedear Abbott Laboratories","bcba",,"34100","34460","34100","-0.17","0","34460","33840",,,"2026-04-24T19:58:59.043Z","1438.8186","/1/Titulos/ABT/CotizacionDetalle"
"cedears","ABTC","Cedear Abbott Laboratories Esc","bcba",,"33","32.9975","33","0","0","0","0",,,"2026-04-24T04:00:51.907Z","1438.8186","/1/Titulos/ABTC/CotizacionDetalle"
"cedears","ABTD","Cedear Abbott Laboratories Esc","bcba",,"23.7","24.65","23.7","-1.7","0","24.65","23.7",,,"2026-04-24T19:27:54.947Z","1438.8186","/1/Titulos/ABTD/CotizacionDetalle"
"cedears","ACN","Cedear Accenture Plc","bcba",,"3575","3552.5","3575","1.41","0","3582.5","3470",,,"2026-04-24T19:58:36.793Z","1410.2564","/1/Titulos/ACN/CotizacionDetalle"
"cedears","ACNC","Cedear Accenture Plc","bcba",,"2.47","2.4","2.47","-1.78","0","2.4","2.4",,,"2026-04-24T18:13:40.533Z","1410.2564","/1/Titulos/ACNC/CotizacionDetalle"
"cedears","ACND","Cedear Accenture Plc","bcba",,"2.535","2.48","2.535","2.01","0","2.525","2.42",,,"2026-04-24T19:59:25.243Z","1410.2564","/1/Titulos/ACND/CotizacionDetalle"
"cedears","ACWI","Cedear Ishares Msci Acwi Etf","bcba",,"8675","8555","8675","2.17","0","8680","8520",,,"2026-04-24T19:56:27.647Z","1424.4663","/1/Titulos/ACWI/CotizacionDetalle"
"cedears","ACWID","Cedear Ishares Msci Acwi Etf","bcba",,"6.09","6.05","6.09","1.49","0","6.18","5.96",,,"2026-04-24T19:56:01.033Z","1424.4663","/1/Titulos/ACWID/CotizacionDetalle"
"cedears","ADBE","Cedear  Adobe Systems Incorporated","bcba",,"8340","8140","8340","3.99","0","8355","8065",,,"2026-04-24T19:59:45.777Z","1432.9897","/1/Titulos/ADBE/CotizacionDetalle"
"cedears","ADBEC","Cedear  Adobe Systems Incorporated","bcba",,"5.64","5.51","5.64","2.35","0","0","0",,,"2026-04-24T19:21:27.000Z","1432.9897","/1/Titulos/ADBEC/CotizacionDetalle"
"cedears","ADBED","Cedear  Adobe Systems Incorpor","bcba",,"5.82","5.65","5.82","2.46","0","5.82","5.65",,,"2026-04-24T19:55:30.080Z","1432.9897","/1/Titulos/ADBED/CotizacionDetalle"
"cedears","ADGO","Cedear Adecoagro S.A.","bcba",,"19060","19760","19060","-2.2","0","19760","18680",,,"2026-04-24T19:59:40.397Z","1429.8575","/1/Titulos/ADGO/CotizacionDetalle"
"cedears","ADGOD","Cedear Adecoagro S.A.","bcba",,"13.33","13.67","13.33","-3.54","0","13.67","13.06",,,"2026-04-24T19:58:09.717Z","1429.8575","/1/Titulos/ADGOD/CotizacionDetalle"
"cedears","ADI","Cedear Analog Devices Inc.","bcba",,"39880","40000","39880","0.6","0","40220","39600",,,"2026-04-24T19:56:44.597Z","1450.1818","/1/Titulos/ADI/CotizacionDetalle"
"cedears","ADID","Cedear Analog Devices Inc.","bcba",,"27.5","28.38","27.5","-2.82","0","28.38","28.25",,,"2026-04-24T17:48:23.840Z","1450.1818","/1/Titulos/ADID/CotizacionDetalle"
"cedears","ADP","Cedear Automatic Data Processi","bcba",,"48940","48560","48940","0.08","0","49260","48240",,,"2026-04-24T19:59:07.100Z",,"/1/Titulos/ADP/CotizacionDetalle"
"cedears","ADS","Cedear Adidas Ag","bcba",,"3980","3980","3980","0","0","3980","3980",,,"2026-04-24T04:00:30.610Z",,"/1/Titulos/ADS/CotizacionDetalle"
"cedears","AEG","Cedear Aegon N.V. American Reg","bcba",,"11950","11720","11950","2.04","0","12010","11720",,,"2026-04-24T19:34:29.177Z",,"/1/Titulos/AEG/CotizacionDetalle"
"cedears","AEM","Cedear Agnico Eagle Mines Limi","bcba",,"49660","49300","49660","1.34","0","49960","48980",,,"2026-04-24T19:45:39.643Z","1431.1239","/1/Titulos/AEM/CotizacionDetalle"
"cedears","AEMD","Cedear Agnico-Eagle Mines Limi","bcba",,"34.7","34.6","34.7","0.28","0","0","0",,,"2026-04-24T13:34:29.480Z","1431.1239","/1/Titulos/AEMD/CotizacionDetalle"
"cedears","AI","Cedear C3.Ai Inc","bcba",,"2577.5","2560","2577.5","3.55","0","2620","2502.5",,,"2026-04-24T19:58:30.943Z","1448.0337","/1/Titulos/AI/CotizacionDetalle"
"cedears","AIC","Cedear C3.Ai Inc","bcba",,"1.71","1.71","1.71","0","0","0","0",,,"2026-04-24T04:00:46.487Z","1448.0337","/1/Titulos/AIC/CotizacionDetalle"
"cedears","AID","Cedear C3.Ai Inc","bcba",,"1.78","1.8","1.78","-1.38","0","1.85","1.77",,,"2026-04-24T18:04:14.460Z","1448.0337","/1/Titulos/AID/CotizacionDetalle"
"cedears","AIG","Cedear American International","bcba",,"22440","22480","22440","-0.53","0","22700","22320",,,"2026-04-24T19:54:50.647Z","1402.5","/1/Titulos/AIG/CotizacionDetalle"
"cedears","AIGD","Cedear American International","bcba",,"16","16","16","0","0","0","0",,,"2026-04-24T04:01:00.067Z","1402.5","/1/Titulos/AIGD/CotizacionDetalle"
"cedears","AKO.B","Cedear Embotelladora Andina S.A","bcba",,"44500","44500","44500","4.31","0","44500","44500",,,"2026-04-24T16:45:27.200Z",,"/1/Titulos/AKO.B/CotizacionDetalle"
"cedears","AKOBD","Cedear Embotelladora Andina S.","bcba",,"29.86","29.86","29.86","0","0","0","0",,,"2026-04-24T04:00:30.567Z",,"/1/Titulos/AKOBD/CotizacionDetalle"
"cedears","ALAB","CEDEAR ASTERA LABS INC.","bcba",,"7245","6810","7245","9.77","0","7250","6810",,,"2026-04-24T19:59:59.040Z",,"/1/Titulos/ALAB/CotizacionDetalle"
"cedears","ALAD","Cedear Astera Labs Inc.","bcba",,"4.85","4.74","4.85","7.53","0","5.15","4.735",,,"2026-04-24T19:23:39.127Z",,"/1/Titulos/ALAD/CotizacionDetalle"
"cedears","AMAT","Cedear Applied Materials Inc.","bcba",,"124875","123475","124875","4.95","0","125550","122100",,,"2026-04-24T19:59:52.133Z","1415.8163","/1/Titulos/AMAT/CotizacionDetalle"
"cedears","AMATD","Cedear Applied Materials Inc.E","bcba",,"88.2","86","88.2","2.08","0","88.5","84.4",,,"2026-04-24T19:09:53.297Z","1415.8163","/1/Titulos/AMATD/CotizacionDetalle"
"cedears","AMD","Cedear Advanced Micro Devices,","bcba",,"52000","47340","52000","15.65","0","52550","47340",,,"2026-04-24T19:59:55.300Z",,"/1/Titulos/AMD/CotizacionDetalle"
"cedears","AMDC","Cedear Advanced Micro Devices,","bcba",,"32.85","31.29","32.85","4.98","0","0","0",,,"2026-04-24T14:14:35.993Z",,"/1/Titulos/AMDC/CotizacionDetalle"
"cedears","AMDD","Cedear Advanced Micro Devices,","bcba",,"35.13","33.24","35.13","11.66","0","36.64","33.24",,,"2026-04-24T19:59:25.053Z",,"/1/Titulos/AMDD/CotizacionDetalle"
"cedears","AMGN","Cedear Amgen Inc.","bcba",,"17250","17150","17250","0.58","0","17320","16970",,,"2026-04-24T19:54:09.873Z","1455.6962","/1/Titulos/AMGN/CotizacionDetalle"
"cedears","AMGND","Cedear Amgen Inc.","bcba",,"11.85","11.89","11.85","-3.02","0","11.89","11.89",,,"2026-04-24T15:55:15.623Z","1455.6962","/1/Titulos/AMGND/CotizacionDetalle"
"cedears","AMX","Cedear America Movil Sab De Cv","bcba",,"39880","39180","39880","3.2","0","39860","39180",,,"2026-04-24T19:55:06.083Z","1448.6015","/1/Titulos/AMX/CotizacionDetalle"
"cedears","AMXD","Cedear America Movil Sab De Cv","bcba",,"27.53","27.53","27.53","2.03","0","27.53","27.53",,,"2026-04-24T17:03:23.427Z","1448.6015","/1/Titulos/AMXD/CotizacionDetalle"
"cedears","AMZN","Cedear Amazon.Com, Inc","bcba",,"2735","2650","2735","5.09","0","2740","2640",,,"2026-04-24T19:59:57.130Z","1439.4737","/1/Titulos/AMZN/CotizacionDetalle"
"cedears","AMZNC","Cedear Amazon.Com, Inc","bcba",,"1.855","1.8","1.855","4.5","0","1.835","1.795",,,"2026-04-24T19:59:23.593Z","1439.4737","/1/Titulos/AMZNC/CotizacionDetalle"
"cedears","AMZND","Cedear Amazon.Com, Inc","bcba",,"1.9","1.845","1.9","4.1","0","1.9","1.845",,,"2026-04-24T19:57:40.047Z","1439.4737","/1/Titulos/AMZND/CotizacionDetalle"
"cedears","ANF","Cedear Abercrombie & Fitch Co.","bcba",,"130500","133750","130500","-0.85","0","133750","129700",,,"2026-04-24T19:58:08.873Z","1383.8812","/1/Titulos/ANF/CotizacionDetalle"
"cedears","ANFD","Cedear Abercrombie & Fitch Co.","bcba",,"94.3","94.3","94.3","0","0","0","0",,,"2026-04-24T04:00:32.450Z","1383.8812","/1/Titulos/ANFD/CotizacionDetalle"
"cedears","ARCO","Cedear Arcos Dorados Holdings","bcba",,"27580","27280","27580","1.17","0","27600","27120",,,"2026-04-24T19:56:40.693Z","1453.1085","/1/Titulos/ARCO/CotizacionDetalle"
"cedears","ARCOC","Cedear Arcos Dorados Holdings","bcba",,"19.31","18.07","19.31","0","0","0","0",,,"2026-04-24T04:00:44.140Z","1453.1085","/1/Titulos/ARCOC/CotizacionDetalle"
"cedears","ARCOD","Cedear Arcos Dorados Holdings","bcba",,"18.98","18.97","18.98","-3.85","0","19.1","18.97",,,"2026-04-24T19:31:40.633Z","1453.1085","/1/Titulos/ARCOD/CotizacionDetalle"
"cedears","ARKK","Cedear Ark Innovetion","bcba",,"11410","11420","11410","0.88","0","11540","11330",,,"2026-04-24T19:56:19.157Z","1440.6566","/1/Titulos/ARKK/CotizacionDetalle"
"cedears","ARKKC","Cedear Ark Innovetion","bcba",,"7.62","7.62","7.62","0","0","0","0",,,"2026-04-24T04:00:31.107Z","1440.6566","/1/Titulos/ARKKC/CotizacionDetalle"
"cedears","ARKKD","Cedear Ark Innovetion","bcba",,"7.92","8.19","7.92","-1.36","0","8.19","7.91",,,"2026-04-24T19:35:40.903Z","1440.6566","/1/Titulos/ARKKD/CotizacionDetalle"
"cedears","ARM","Cedear Arm Holdings Plc","bcba",,"12800","11510","12800","16.89","0","13400","11510",,,"2026-04-24T19:58:09.007Z","1471.2644","/1/Titulos/ARM/CotizacionDetalle"
"cedears","ARMD","Cedear Arm Holdings Plc","bcba",,"8.7","8.43","8.7","10.26","0","9.2","8",,,"2026-04-24T19:38:17.867Z","1471.2644","/1/Titulos/ARMD/CotizacionDetalle"
"cedears","ASML","Cedear Asml Holding Nv","bcba",,"14960","14820","14960","4.54","0","15060","14700",,,"2026-04-24T19:59:23.287Z","1438.4615","/1/Titulos/ASML/CotizacionDetalle"
"cedears","ASMLC","Cedear Asml Holding Nv","bcba",,"10.01","10","10.01","3.19","0","10.05","10",,,"2026-04-24T18:18:51.583Z","1438.4615","/1/Titulos/ASMLC/CotizacionDetalle"
"cedears","ASMLD","Cedear Asml Holding Nv","bcba",,"10.4","10.47","10.4","2.66","0","10.59","10.31",,,"2026-04-24T19:55:17.680Z","1438.4615","/1/Titulos/ASMLD/CotizacionDetalle"
"cedears","ASR","Cedear Grupo Aeroportuario Del Sureste","bcba",,"23880","22850","23880","3.33","0","24040","22630",,,"2026-04-24T19:55:00.403Z",,"/1/Titulos/ASR/CotizacionDetalle"
"cedears","ASTS","CEDEAR AST SPACEMOBILE INC.","bcba",,"7635","7800","7635","-1.61","0","7810","7580",,,"2026-04-24T19:59:37.657Z","1440.566","/1/Titulos/ASTS/CotizacionDetalle"
"cedears","ASTSC","Cedear Ast Spacemobile Inc.","bcba",,"5.74","5.74","5.74","0","0","0","0",,,"2026-04-24T04:01:09.857Z","1440.566","/1/Titulos/ASTSC/CotizacionDetalle"
"cedears","ASTSD","Cedear Ast Spacemobile Inc.","bcba",,"5.3","5.48","5.3","-3.1","0","5.5","5.3",,,"2026-04-24T19:48:37.487Z","1440.566","/1/Titulos/ASTSD/CotizacionDetalle"
"cedears","AVGO","Cedear Broadcom Inc.","bcba",,"16210","16030","16210","2.07","0","16230","15600",,,"2026-04-24T19:59:03.907Z","1453.8117","/1/Titulos/AVGO/CotizacionDetalle"
"cedears","AVGOC","Cedear Broadcom Inc.","bcba",,"10.8","10.79","10.8","-0.91","0","10.8","10.79",,,"2026-04-24T19:12:37.340Z","1453.8117","/1/Titulos/AVGOC/CotizacionDetalle"
"cedears","AVGOD","Cedear Broadcom Inc.","bcba",,"11.15","11.39","11.15","-0.71","0","11.39","10.92",,,"2026-04-24T19:57:12.543Z","1453.8117","/1/Titulos/AVGOD/CotizacionDetalle"
"cedears","AVY","Cedear Avery Dennison Corporation","bcba",,"13780","13770","13780","1.02","0","13830","13770",,,"2026-04-24T19:43:19.773Z","1465.9574","/1/Titulos/AVY/CotizacionDetalle"
"cedears","AVYD","Cedear Avery Dennison Corporation","bcba",,"9.4","9.65","9.4","0","0","0","0",,,"2026-04-24T04:00:48.743Z","1465.9574","/1/Titulos/AVYD/CotizacionDetalle"
"cedears","AXIA","Cedear Axia Energia","bcba",,"74850","74425","74850","0.46","0","74425","74425",,,"2026-04-24T18:21:42.010Z","7485000","/1/Titulos/AXIA/CotizacionDetalle"
"cedears","AXIAD","Cedear Axia Energia","bcba",,"0.01","0.01","0.01","0","0","0","0",,,"2026-04-24T04:00:44.250Z","7485000","/1/Titulos/AXIAD/CotizacionDetalle"
"cedears","AXP","Cedear American Express Compan","bcba",,"31380","31320","31380","0.25","0","31460","31020",,,"2026-04-24T19:58:34.157Z","1413.5135","/1/Titulos/AXP/CotizacionDetalle"
"cedears","AXPC","Cedear American Express Compan","bcba",,"22.3","21.83","22.3","0","0","0","0",,,"2026-04-24T04:00:51.057Z","1413.5135","/1/Titulos/AXPC/CotizacionDetalle"
"cedears","AXPD","Cedear American Express Compan","bcba",,"22.2","22.51","22.2","0.68","0","22.51","21.7",,,"2026-04-24T19:49:34.593Z","1413.5135","/1/Titulos/AXPD/CotizacionDetalle"
"cedears","AZN","Cedear Astrazeneca Plc","bcba",,"70875","70525","70875","-0.63","0","70800","70050",,,"2026-04-24T19:56:34.830Z","1445.8384","/1/Titulos/AZN/CotizacionDetalle"
"cedears","AZNC","Cedear Aztrazeneca Plc -Adr","bcba",,"51.6","49.59","51.6","4.05","0","0","0",,,"2026-04-08T13:58:40.130Z","1445.8384","/1/Titulos/AZNC/CotizacionDetalle"
"cedears","AZND","Cedear Aztrazeneca Plc Adr","bcba",,"49.02","49.14","49.02","-1.95","0","49.14","48.97",,,"2026-04-24T19:31:22.780Z","1445.8384","/1/Titulos/AZND/CotizacionDetalle"
"cedears","B","Cedear Barrick Mining Corporation","bcba",,"30740","29760","30740","3.78","0","30780","29700",,,"2026-04-24T19:59:00.167Z","1446.5882","/1/Titulos/B/CotizacionDetalle"
"cedears","B.C","Cedear Barrick Mining Corporation","bcba",,"20.06","20.29","20.06","0","0","20.29","20.29",,,"2026-04-24T04:00:29.120Z","1446.5882","/1/Titulos/B.C/CotizacionDetalle"
"cedears","B.D","Cedear Barrick Mining Corporation","bcba",,"21.25","20.79","21.25","2.11","0","21.45","20.79",,,"2026-04-24T19:57:24.703Z","1446.5882","/1/Titulos/B.D/CotizacionDetalle"
"cedears","BA","Cedear The Boeing Company","bcba",,"14520","14540","14520","0.83","0","14640","14390",,,"2026-04-24T19:55:48.500Z","1431.9527","/1/Titulos/BA/CotizacionDetalle"
"cedears","BA.C","Cedear Bank Of America Corpora","bcba",,"19460","19380","19460","0.56","0","19530","19250",,,"2026-04-24T19:57:33.607Z","1431.9527","/1/Titulos/BA.C/CotizacionDetalle"
"cedears","BA.CC","Cedear Bank Of America Corpora","bcba",,"12.98","13.27","12.98","-2.18","0","0","0",,,"2026-04-24T16:50:27.730Z",,"/1/Titulos/BA.CC/CotizacionDetalle"
"cedears","BA.CD","Cedear Bank Of America Corp.","bcba",,"13.55","13.55","13.55","-0.51","0","13.79","13.46",,,"2026-04-24T18:37:04.333Z",,"/1/Titulos/BA.CD/CotizacionDetalle"
"cedears","BABA","Cedear Alibaba Group Holding L","bcba",,"22580","21810","22580","4.73","0","22640","21810",,,"2026-04-24T19:59:10.007Z","1438.2166","/1/Titulos/BABA/CotizacionDetalle"
"cedears","BABAC","Cedear Alibaba Group Holding","bcba",,"15","15","15","0","0","15","15",,,"2026-04-24T04:00:18.630Z","1438.2166","/1/Titulos/BABAC/CotizacionDetalle"
"cedears","BABAD","Cedear Alibaba Group Holding","bcba",,"15.7","15.31","15.7","3.22","0","15.75","15.31",,,"2026-04-24T19:59:25.943Z","1438.2166","/1/Titulos/BABAD/CotizacionDetalle"
"cedears","BAC","Cedear The Boeing Company","bcba",,"9.5","9.5","9.5","0","0","9.5","9.5",,,"2026-04-24T04:00:50.950Z","1431.9527","/1/Titulos/BAC/CotizacionDetalle"
"cedears","BAD","Cedear The Boeing Company","bcba",,"10.14","10.14","10.14","0.19","0","10.14","10.03",,,"2026-04-24T19:47:16.110Z","1431.9527","/1/Titulos/BAD/CotizacionDetalle"
"cedears","BAK","Cedear Braskem Sa","bcba",,"2550","2500","2550","4.5","0","2585","2401",,,"2026-04-24T19:59:43.157Z","1457.1429","/1/Titulos/BAK/CotizacionDetalle"
"cedears","BAKD","Cedear Braskem Sa","bcba",,"1.75","1.73","1.75","0","0","1.73","1.73",,,"2026-04-24T17:24:52.840Z","1457.1429","/1/Titulos/BAKD/CotizacionDetalle"
"cedears","BB","Cedear Blackberry","bcba",,"2515","2612.5","2515","-2.51","0","2655","2457",,,"2026-04-24T19:58:37.900Z","0.4252","/1/Titulos/BB/CotizacionDetalle"
"cedears","BB.D","Cedear Blackberry","bcba",,"1.905","1.82","1.905","0","0","1.925","1.82",,,"2026-04-24T04:00:50.930Z","0.4252","/1/Titulos/BB.D/CotizacionDetalle"
"cedears","BBAS3","Cedear Banco Do Brasil S.A.","bcba",,"3412.5","3287.5","3412.5","0.96","0","3427.5","3287.5",,,"2026-04-24T19:33:14.227Z",,"/1/Titulos/BBAS3/CotizacionDetalle"
"cedears","BBD","Cedear Banco Bradesco S.A.","bcba",,"5915","5830","5915","1.37","0","5910","5775",,,"2026-04-24T19:56:57.767Z","0.4252","/1/Titulos/BBD/CotizacionDetalle"
"cedears","BBDC","Cedear Banco Bradesco S.A.","bcba",,"4.2","4.265","4.2","0","0","4.265","4.265",,,"2026-04-24T04:00:18.687Z",,"/1/Titulos/BBDC/CotizacionDetalle"
"cedears","BBDC3","Cedear Banco Bradesco S.A.","bcba",,"5155","5000","5155","2.28","0","5165","5000",,,"2026-04-24T19:32:46.113Z",,"/1/Titulos/BBDC3/CotizacionDetalle"
"cedears","BBDCD","Cedear Banco Bradesco S.A.","bcba",,"3","3","3","0","0","0","0",,,"2026-04-24T04:00:42.237Z",,"/1/Titulos/BBDCD/CotizacionDetalle"
"cedears","BBDD","Cedear Banco Bradesco S.A.","bcba",,"4.1","4.17","4.1","-0.12","0","4.17","4.06",,,"2026-04-24T19:51:32.650Z",,"/1/Titulos/BBDD/CotizacionDetalle"
"cedears","BBV","Cedear Banco Bilbao Vizcaya Sp","bcba",,"32600","32200","32600","2.58","0","32700","32200",,,"2026-04-24T19:36:15.530Z","1406.3848","/1/Titulos/BBV/CotizacionDetalle"
"cedears","BBVD","Cedear Banco Bilbao Vizcaya Sp","bcba",,"23.18","23.18","23.18","0","0","0","0",,,"2026-04-24T04:00:31.930Z","1406.3848","/1/Titulos/BBVD/CotizacionDetalle"
"cedears","BCS","Cedear Barclays Bank Plc Adr","bcba",,"34320","33640","34320","2.26","0","34320","33640",,,"2026-04-24T19:42:41.037Z",,"/1/Titulos/BCS/CotizacionDetalle"
"cedears","BHP","Cedear Bhp Billiton Limited","bcba",,"59625","58800","59625","0.93","0","59775","58800",,,"2026-04-24T19:55:00.710Z","1440.5654","/1/Titulos/BHP/CotizacionDetalle"
"cedears","BHPD","Cedear Bhp Billiton Limited","bcba",,"41.39","39.89","41.39","-1.4","0","41.61","39.89",,,"2026-04-24T19:54:10.907Z","1440.5654","/1/Titulos/BHPD/CotizacionDetalle"
"cedears","BIDU","Cedear Baidu, Inc.","bcba",,"17530","16500","17530","7.54","0","17560","16450",,,"2026-04-24T19:59:57.623Z","1460.8333","/1/Titulos/BIDU/CotizacionDetalle"
"cedears","BIDUC","Cedear Baidu, Inc.","bcba",,"11.73","10.96","11.73","7.02","0","0","0",,,"2026-04-24T18:13:22.300Z","1460.8333","/1/Titulos/BIDUC/CotizacionDetalle"
"cedears","BIDUD","Cedear Baidu, Inc.","bcba",,"12","11.49","12","4.52","0","12.2","11.49",,,"2026-04-24T19:59:50.143Z","1460.8333","/1/Titulos/BIDUD/CotizacionDetalle"
"cedears","BIIB","Cedear Biogen Inc.","bcba",,"21170","21070","21170","-0.65","0","21180","21030",,,"2026-04-24T19:52:10.243Z","1416.0535","/1/Titulos/BIIB/CotizacionDetalle"
"cedears","BIIBD","Cedear Biogen Inc.","bcba",,"14.95","14.95","14.95","-2.73","0","14.95","14.95",,,"2026-04-24T19:47:22.440Z","1416.0535","/1/Titulos/BIIBD/CotizacionDetalle"
"cedears","BIOX","Cedear Bioceres Crop Solutions","bcba",,"825","918.5","825","-5.98","0","918.5","820",,,"2026-04-24T19:59:56.637Z","1422.4138","/1/Titulos/BIOX/CotizacionDetalle"
"cedears","BIOXC","Cedear Bioceres Crop Solutions","bcba",,"0.553","0.593","0.553","-7.67","0","0.598","0.559",,,"2026-04-24T19:43:08.033Z","1422.4138","/1/Titulos/BIOXC/CotizacionDetalle"
"cedears","BIOXD","Cedear Bioceres Crop Solutions","bcba",,"0.58","0.618","0.58","-6.3","0","0.623","0.571",,,"2026-04-24T19:56:24.713Z","1422.4138","/1/Titulos/BIOXD/CotizacionDetalle"
"cedears","BK","Cedear The Bank Of New York Mellon Corp.","bcba",,"100550","100225","100550","0.72","0","100425","100150",,,"2026-04-24T19:13:37.643Z","1410.2384","/1/Titulos/BK/CotizacionDetalle"
"cedears","BKD","Cedear The Bank Of New York Mellon Corp.","bcba",,"71.3","70","71.3","1.85","0","0","0",,,"2026-04-24T19:11:15.477Z","1410.2384","/1/Titulos/BKD/CotizacionDetalle"
"cedears","BKNG","Cedear Booking Holdings Inc.","bcba",,"405.5","390","405.5","2.91","0","420","390",,,"2026-04-24T19:54:14.983Z","1448.2143","/1/Titulos/BKNG/CotizacionDetalle"
"cedears","BKNGD","Cedear Booking Holdings Inc.","bcba",,"0.28","0.288","0.28","-0.7","0","0.296","0.28",,,"2026-04-24T19:39:22.230Z","1448.2143","/1/Titulos/BKNGD/CotizacionDetalle"
"cedears","BKR","Cedear Baker Hughes Co.","bcba",,"13810","13600","13810","1.54","0","14660","13600",,,"2026-04-24T19:40:17.210Z","1353.9216","/1/Titulos/BKR/CotizacionDetalle"
"cedears","BKRD","Cedear Baker Hughes Co.","bcba",,"10.2","9.9","10.2","4.29","0","10.2","9.44",,,"2026-04-24T19:49:41.023Z","1353.9216","/1/Titulos/BKRD/CotizacionDetalle"
"cedears","BMNR","Cedear Bitmine Inmersion Technologies Inc","bcba",,"4122.5","4112.5","4122.5","1.79","0","4185","4022.5",,,"2026-04-24T19:56:48.533Z","1392.7365","/1/Titulos/BMNR/CotizacionDetalle"
"cedears","BMNRD","CEDEAR BITMINE INMERSION TECHNOLOGIES INC","bcba",,"2.96","2.96","2.96","0","0","0","0",,,"2026-04-24T14:14:03.053Z","1392.7365","/1/Titulos/BMNRD/CotizacionDetalle"
"cedears","BMY","Cedear Bristol-Myers Squibb Co","bcba",,"29360","29140","29360","1.31","0","29400","28980",,,"2026-04-24T19:52:20.907Z","1432.1951","/1/Titulos/BMY/CotizacionDetalle"
"cedears","BMYD","Cedear Bristol M. Squibb Co.","bcba",,"20.5","20.85","20.5","0","0","20.85","20.85",,,"2026-04-24T04:00:23.093Z","1432.1951","/1/Titulos/BMYD/CotizacionDetalle"
"cedears","BNG","Cedear Bunge Limited","bcba",,"37080","37300","37080","-0.69","0","37300","37040",,,"2026-04-24T19:34:26.260Z","1408.2795","/1/Titulos/BNG/CotizacionDetalle"
